# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 81K of event 'task-clock'
# Event count (approx.): 81267000000
#
# Children      Self  Command  Shared Object         Symbol                                                         
# ........  ........  .......  ....................  ...............................................................
#
     0.00%     0.00%  perf-ex  [kernel.kallsyms]     [k] perf_event_enable_on_exec
     0.00%     0.00%  perf-ex  [kernel.kallsyms]     [k] ctx_resched
     0.00%     0.00%  perf-ex  [kernel.kallsyms]     [k] perf_ctx_enable
     0.00%     0.00%  perf-ex  [kernel.kallsyms]     [k] x86_pmu_enable
     0.00%     0.00%  perf-ex  [kernel.kallsyms]     [k] intel_pmu_enable_all


# Samples: 80K of event 'cache-misses'
# Event count (approx.): 1253812679
#
# Children      Self  Command  Shared Object         Symbol                                                         
# ........  ........  .......  ....................  ...............................................................
#
    99.65%     0.00%  main     [unknown]             [.] 0x403bb7cd175712ba
            |
            ---0x403bb7cd175712ba
               matrixMultiplyKJI(double*, double*, double*, int, int, int)
               |          
                --0.82%--asm_sysvec_apic_timer_interrupt
                          |          
                           --0.79%--sysvec_apic_timer_interrupt
                                     |          
                                      --0.73%--__sysvec_apic_timer_interrupt
                                                |          
                                                 --0.73%--hrtimer_interrupt
                                                           |          
                                                            --0.70%--__hrtimer_run_queues
                                                                      |          
                                                                       --0.58%--tick_sched_timer

    99.65%    98.78%  main     main                  [.] matrixMultiplyKJI(double*, double*, double*, int, int, int)
            |          
            |--98.78%--0x403bb7cd175712ba
            |          matrixMultiplyKJI(double*, double*, double*, int, int, int)
            |          
             --0.87%--matrixMultiplyKJI(double*, double*, double*, int, int, int)
                       |          
                        --0.82%--asm_sysvec_apic_timer_interrupt
                                  |          
                                   --0.79%--sysvec_apic_timer_interrupt
                                             |          
                                              --0.73%--__sysvec_apic_timer_interrupt
                                                        |          
                                                         --0.73%--hrtimer_interrupt
                                                                   |          
                                                                    --0.70%--__hrtimer_run_queues
                                                                              |          
                                                                               --0.58%--tick_sched_timer

     0.83%     0.03%  main     [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
            |          
             --0.80%--asm_sysvec_apic_timer_interrupt
                       |          
                        --0.80%--sysvec_apic_timer_interrupt
                                  |          
                                   --0.74%--__sysvec_apic_timer_interrupt
                                             |          
                                              --0.74%--hrtimer_interrupt
                                                        |          
                                                         --0.71%--__hrtimer_run_queues
                                                                   |          
                                                                    --0.59%--tick_sched_timer

     0.80%     0.00%  main     [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
            |          
             --0.80%--sysvec_apic_timer_interrupt
                       |          
                        --0.74%--__sysvec_apic_timer_interrupt
                                  |          
                                   --0.74%--hrtimer_interrupt
                                             |          
                                              --0.71%--__hrtimer_run_queues
                                                        |          
                                                         --0.59%--tick_sched_timer

     0.74%     0.00%  main     [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
            |          
             --0.74%--__sysvec_apic_timer_interrupt
                       |          
                        --0.74%--hrtimer_interrupt
                                  |          
                                   --0.71%--__hrtimer_run_queues
                                             |          
                                              --0.59%--tick_sched_timer

     0.74%     0.01%  main     [kernel.kallsyms]     [k] hrtimer_interrupt
            |          
             --0.73%--hrtimer_interrupt
                       |          
                        --0.71%--__hrtimer_run_queues
                                  |          
                                   --0.59%--tick_sched_timer

     0.71%     0.01%  main     [kernel.kallsyms]     [k] __hrtimer_run_queues
            |          
             --0.71%--__hrtimer_run_queues
                       |          
                        --0.59%--tick_sched_timer

     0.59%     0.00%  main     [kernel.kallsyms]     [k] tick_sched_timer
            |
            ---tick_sched_timer

     0.48%     0.00%  main     [kernel.kallsyms]     [k] tick_sched_handle
     0.48%     0.00%  main     [kernel.kallsyms]     [k] update_process_times
     0.41%     0.01%  main     [kernel.kallsyms]     [k] scheduler_tick
     0.31%     0.00%  main     [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.31%     0.00%  main     [kernel.kallsyms]     [k] do_syscall_64
     0.28%     0.00%  main     [kernel.kallsyms]     [k] perf_event_task_tick
     0.26%     0.24%  main     [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.18%     0.00%  main     libc.so.6             [.] read
     0.18%     0.00%  main     [kernel.kallsyms]     [k] __x64_sys_read
     0.18%     0.00%  main     [kernel.kallsyms]     [k] ksys_read
     0.18%     0.00%  main     [kernel.kallsyms]     [k] vfs_read
     0.18%     0.00%  main     [kernel.kallsyms]     [k] ext4_file_read_iter
     0.18%     0.00%  main     [kernel.kallsyms]     [k] generic_file_read_iter
     0.18%     0.00%  main     [kernel.kallsyms]     [k] filemap_read
     0.17%     0.00%  main     [kernel.kallsyms]     [k] copy_page_to_iter
     0.17%     0.00%  main     [kernel.kallsyms]     [k] _copy_to_iter
     0.16%     0.10%  main     [kernel.kallsyms]     [k] copyout
     0.10%     0.00%  main     [kernel.kallsyms]     [k] tick_sched_do_timer
     0.10%     0.01%  main     [kernel.kallsyms]     [k] asm_exc_page_fault
     0.10%     0.01%  main     [kernel.kallsyms]     [k] __mem_cgroup_charge
     0.10%     0.00%  main     [kernel.kallsyms]     [k] tick_do_update_jiffies64
     0.10%     0.00%  main     [kernel.kallsyms]     [k] update_wall_time
     0.09%     0.00%  main     [kernel.kallsyms]     [k] exc_page_fault
     0.09%     0.00%  main     [kernel.kallsyms]     [k] do_user_addr_fault
     0.09%     0.00%  main     libc.so.6             [.] __GI___writev
     0.09%     0.00%  main     [kernel.kallsyms]     [k] __x64_sys_writev
     0.09%     0.00%  main     [kernel.kallsyms]     [k] do_writev
     0.09%     0.00%  main     [kernel.kallsyms]     [k] vfs_writev
     0.09%     0.00%  main     [kernel.kallsyms]     [k] do_iter_write
     0.09%     0.00%  main     [kernel.kallsyms]     [k] do_iter_readv_writev
     0.09%     0.00%  main     [kernel.kallsyms]     [k] generic_perform_write
     0.09%     0.00%  main     [kernel.kallsyms]     [k] ext4_file_write_iter
     0.09%     0.00%  main     [kernel.kallsyms]     [k] ext4_buffered_write_iter
     0.08%     0.00%  main     [kernel.kallsyms]     [k] handle_mm_fault
     0.08%     0.00%  main     [kernel.kallsyms]     [k] __handle_mm_fault
     0.08%     0.00%  main     [kernel.kallsyms]     [k] handle_pte_fault
     0.08%     0.00%  main     [kernel.kallsyms]     [k] do_anonymous_page
     0.08%     0.01%  main     [kernel.kallsyms]     [k] perf_swevent_hrtimer
     0.08%     0.02%  main     [kernel.kallsyms]     [k] timekeeping_advance
     0.08%     0.00%  main     [kernel.kallsyms]     [k] task_tick_fair
     0.07%     0.01%  main     [kernel.kallsyms]     [k] __perf_event_overflow
     0.06%     0.00%  main     [kernel.kallsyms]     [k] perf_event_output_forward
     0.06%     0.02%  main     [kernel.kallsyms]     [k] charge_memcg
     0.06%     0.02%  main     [kernel.kallsyms]     [k] account_user_time
     0.06%     0.00%  main     [kernel.kallsyms]     [k] account_process_tick
     0.05%     0.01%  main     [kernel.kallsyms]     [k] timekeeping_update
     0.05%     0.00%  main     [kernel.kallsyms]     [k] perf_prepare_sample
     0.05%     0.00%  main     [kernel.kallsyms]     [k] ext4_da_write_begin
     0.05%     0.00%  main     [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.04%     0.00%  main     [kernel.kallsyms]     [k] __filemap_get_folio
     0.04%     0.00%  main     [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.04%     0.00%  main     [unknown]             [k] 0x03636297006f9c99
     0.04%     0.00%  main     [unknown]             [k] 0x0000000000000017
     0.04%     0.00%  main     libc.so.6             [.] __memset_evex_unaligned_erms
     0.04%     0.00%  main     [kernel.kallsyms]     [k] perf_callchain
     0.03%     0.00%  main     [kernel.kallsyms]     [k] irq_exit_rcu
     0.03%     0.00%  main     [kernel.kallsyms]     [k] irqentry_exit
     0.03%     0.01%  main     [kernel.kallsyms]     [k] __filemap_add_folio
     0.03%     0.00%  main     [kernel.kallsyms]     [k] filemap_add_folio
     0.03%     0.00%  main     [kernel.kallsyms]     [k] __irq_exit_rcu
     0.03%     0.01%  main     [kernel.kallsyms]     [k] get_perf_callchain
     0.03%     0.01%  main     [kernel.kallsyms]     [k] update_load_avg
     0.03%     0.00%  main     [kernel.kallsyms]     [k] __do_softirq
     0.03%     0.00%  main     [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.03%     0.00%  main     [kernel.kallsyms]     [k] raw_notifier_call_chain
     0.03%     0.02%  main     [kernel.kallsyms]     [k] update_curr
     0.03%     0.01%  main     [kernel.kallsyms]     [k] x86_pmu_disable
     0.03%     0.03%  main     [kernel.kallsyms]     [k] copyin
     0.03%     0.00%  main     [kernel.kallsyms]     [k] copy_page_from_iter_atomic
     0.02%     0.00%  main     [kernel.kallsyms]     [k] asm_common_interrupt
     0.02%     0.02%  main     [kernel.kallsyms]     [k] try_charge_memcg
     0.02%     0.02%  main     [kernel.kallsyms]     [k] sync_regs
     0.02%     0.02%  main     [kernel.kallsyms]     [k] __cgroup_account_cputime_field
     0.02%     0.02%  main     [kernel.kallsyms]     [k] get_mem_cgroup_from_mm
     0.02%     0.00%  main     [kernel.kallsyms]     [k] task_work_run
     0.02%     0.00%  main     [kernel.kallsyms]     [k] common_interrupt
     0.02%     0.02%  main     [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.02%     0.02%  main     [kernel.kallsyms]     [k] native_write_msr
     0.02%     0.00%  main     libc.so.6             [.] __munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __x64_sys_munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __vm_munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] do_vmi_munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] do_vmi_align_munmap
     0.02%     0.00%  main     [kernel.kallsyms]     [k] unmap_region
     0.02%     0.00%  main     [kernel.kallsyms]     [k] release_pages
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __count_memcg_events
     0.02%     0.02%  main     [kernel.kallsyms]     [k] notifier_call_chain
     0.02%     0.00%  main     [kernel.kallsyms]     [k] run_rebalance_domains
     0.02%     0.00%  main     [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.02%     0.00%  main     [kernel.kallsyms]     [k] ____fput
     0.02%     0.00%  main     [kernel.kallsyms]     [k] __fput
     0.02%     0.01%  main     [kernel.kallsyms]     [k] update_cfs_group
     0.02%     0.00%  main     [kernel.kallsyms]     [k] free_unref_page_list
     0.02%     0.00%  main     [kernel.kallsyms]     [k] tlb_finish_mmu
     0.02%     0.00%  main     [kernel.kallsyms]     [k] tlb_batch_pages_flush
     0.02%     0.00%  main     [kernel.kallsyms]     [k] free_pages_and_swap_cache
     0.02%     0.02%  main     [kvm]                 [k] pvclock_gtod_notify
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%     0.00%  main     [kernel.kallsyms]     [k] wake_up_process
     0.01%     0.00%  main     [kernel.kallsyms]     [k] free_pcppages_bulk
     0.01%     0.00%  main     [kernel.kallsyms]     [k] free_unref_page_commit
     0.01%     0.01%  main     [kernel.kallsyms]     [k] filemap_get_read_batch
     0.01%     0.00%  main     [kernel.kallsyms]     [k] filemap_get_pages
     0.01%     0.00%  main     [kernel.kallsyms]     [k] try_to_wake_up
     0.01%     0.01%  main     [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%     0.01%  main     [kernel.kallsyms]     [k] timerqueue_add
     0.01%     0.00%  main     [kernel.kallsyms]     [k] enqueue_hrtimer
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __rcu_read_unlock
     0.01%     0.00%  main     libc.so.6             [.] __close_nocancel
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_release_file
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_alloc_da_blocks
     0.01%     0.00%  main     [kernel.kallsyms]     [k] filemap_flush
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __filemap_fdatawrite_range
     0.01%     0.00%  main     [kernel.kallsyms]     [k] filemap_fdatawrite_wbc
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_writepages
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_writepages
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_do_writepages
     0.01%     0.01%  main     [kernel.kallsyms]     [k] arch_scale_freq_tick
     0.01%     0.01%  main     [kernel.kallsyms]     [k] cpuacct_charge
     0.01%     0.00%  main     [kernel.kallsyms]     [k] trigger_load_balance
     0.01%     0.00%  main     [kernel.kallsyms]     [k] schedule
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __schedule
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%     0.01%  main     [kernel.kallsyms]     [k] asm_exc_general_protection
     0.01%     0.00%  main     [kernel.kallsyms]     [k] run_timer_softirq
     0.01%     0.00%  main     [kernel.kallsyms]     [k] update_blocked_averages
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __common_interrupt
     0.01%     0.00%  main     [kernel.kallsyms]     [k] handle_edge_irq
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __raw_spin_lock_irqsave
     0.01%     0.00%  main     [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __run_timers
     0.01%     0.00%  main     [kernel.kallsyms]     [k] call_timer_fn
     0.01%     0.00%  main     [kernel.kallsyms]     [k] handle_irq_event
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __get_user_nocheck_8
     0.01%     0.00%  main     [unknown]             [k] 0x6d2f2f687461705f
     0.01%     0.00%  main     libc.so.6             [.] __GI___libc_open
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __x64_sys_openat
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_sys_openat2
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_filp_open
     0.01%     0.00%  main     [kernel.kallsyms]     [k] path_openat
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_open
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_truncate
     0.01%     0.00%  main     [kernel.kallsyms]     [k] notify_change
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ext4_setattr
     0.01%     0.00%  main     [kernel.kallsyms]     [k] truncate_pagecache
     0.01%     0.00%  main     [kernel.kallsyms]     [k] truncate_inode_pages_range
     0.01%     0.01%  main     [kernel.kallsyms]     [k] __free_one_page
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __remove_hrtimer
     0.01%     0.00%  main     [kernel.kallsyms]     [k] clockevents_program_event
     0.01%     0.00%  main     [kernel.kallsyms]     [k] tick_program_event
     0.01%     0.01%  main     [kernel.kallsyms]     [k] cpuacct_account_field
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __handle_irq_event_percpu
     0.01%     0.01%  main     [kernel.kallsyms]     [k] acct_account_cputime
     0.01%     0.01%  main     [kernel.kallsyms]     [k] hrtimer_active
     0.01%     0.00%  main     [kernel.kallsyms]     [k] mpage_map_and_submit_extent
     0.01%     0.00%  main     [kernel.kallsyms]     [k] mpage_map_and_submit_buffers
     0.01%     0.01%  main     [kernel.kallsyms]     [k] task_clock_event_read
     0.01%     0.01%  main     [kvm]                 [k] kvm_guest_state
     0.01%     0.01%  main     [kernel.kallsyms]     [k] native_read_msr
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __queue_work
     0.01%     0.00%  main     [kernel.kallsyms]     [k] nohz_balancer_kick
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __update_blocked_fair
     0.01%     0.00%  main     [kernel.kallsyms]     [k] ttwu_do_activate
     0.01%     0.01%  main     [kernel.kallsyms]     [k] timekeeping_adjust.constprop.0
     0.01%     0.00%  main     [kernel.kallsyms]     [k] rcu_sched_clock_irq
     0.01%     0.00%  main     [kernel.kallsyms]     [k] filemap_alloc_folio
     0.01%     0.00%  main     [kernel.kallsyms]     [k] folio_alloc
     0.01%     0.00%  main     [kernel.kallsyms]     [k] alloc_pages
     0.01%     0.00%  main     [kernel.kallsyms]     [k] cgroup_rstat_flush_locked
     0.01%     0.00%  main     [kernel.kallsyms]     [k] balance_dirty_pages_ratelimited
     0.01%     0.00%  main     [kernel.kallsyms]     [k] balance_dirty_pages_ratelimited_flags
     0.01%     0.00%  main     [kernel.kallsyms]     [k] balance_dirty_pages
     0.01%     0.00%  main     [kernel.kallsyms]     [k] mem_cgroup_wb_stats
     0.01%     0.00%  main     [kernel.kallsyms]     [k] do_flush_stats
     0.01%     0.00%  main     [kernel.kallsyms]     [k] cgroup_rstat_flush
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __perf_event_header__init_id
     0.01%     0.01%  main     [kernel.kallsyms]     [k] read_tsc
     0.01%     0.01%  main     [kernel.kallsyms]     [k] update_fast_timekeeper
     0.01%     0.00%  main     [kernel.kallsyms]     [k] rebalance_domains
     0.01%     0.00%  main     [kernel.kallsyms]     [k] enqueue_task
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __irq_wake_thread
     0.01%     0.01%  main     [kernel.kallsyms]     [k] psi_group_change
     0.01%     0.00%  main     [kernel.kallsyms]     [k] psi_task_switch
     0.01%     0.00%  main     [kernel.kallsyms]     [k] filemap_get_folios
     0.01%     0.01%  main     [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.01%     0.01%  main     [kernel.kallsyms]     [k] rb_next
     0.01%     0.00%  main     [kernel.kallsyms]     [k] sched_clock_noinstr
     0.01%     0.00%  main     [kernel.kallsyms]     [k] gp_try_fixup_and_notify
     0.01%     0.00%  main     [kernel.kallsyms]     [k] __get_user_handle_exception
     0.01%     0.01%  main     [kernel.kallsyms]     [k] get_callchain_entry
     0.00%     0.00%  main     [kernel.kallsyms]     [k] update_min_vruntime
     0.00%     0.00%  main     [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  main     [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  main     [kernel.kallsyms]     [k] load_balance
     0.00%     0.00%  main     [kernel.kallsyms]     [k] find_busiest_group
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __task_pid_nr_ns
     0.00%     0.00%  main     [kernel.kallsyms]     [k] delayed_work_timer_fn
     0.00%     0.00%  main     [kernel.kallsyms]     [k] unmap_vmas
     0.00%     0.00%  main     [kernel.kallsyms]     [k] unmap_single_vma
     0.00%     0.00%  main     [kernel.kallsyms]     [k] unmap_page_range
     0.00%     0.00%  main     [kernel.kallsyms]     [k] zap_pmd_range.isra.0
     0.00%     0.00%  main     [kernel.kallsyms]     [k] task_tick_mm_cid
     0.00%     0.00%  main     [kernel.kallsyms]     [k] task_mm_cid_work
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ext4_block_write_begin
     0.00%     0.00%  main     [kernel.kallsyms]     [k] page_counter_try_charge
     0.00%     0.00%  main     [kernel.kallsyms]     [k] local_clock
     0.00%     0.00%  main     [kernel.kallsyms]     [k] native_sched_clock
     0.00%     0.00%  main     [kernel.kallsyms]     [k] perf_exclude_event
     0.00%     0.00%  main     [kernel.kallsyms]     [k] search_extable
     0.00%     0.00%  main     [kernel.kallsyms]     [k] exc_general_protection
     0.00%     0.00%  main     [kernel.kallsyms]     [k] fixup_exception
     0.00%     0.00%  main     [kernel.kallsyms]     [k] filemap_get_entry
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __alloc_pages
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __folio_batch_release
     0.00%     0.00%  main     [kernel.kallsyms]     [k] consume_stock
     0.00%     0.00%  main     [kernel.kallsyms]     [k] filemap_get_folios_tag
     0.00%     0.00%  main     [kernel.kallsyms]     [k] mpage_prepare_extent_to_map
     0.00%     0.00%  main     [kernel.kallsyms]     [k] kmem_cache_free
     0.00%     0.00%  main     [kernel.kallsyms]     [k] truncate_cleanup_folio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ext4_invalidate_folio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] block_invalidate_folio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] filemap_release_folio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ext4_release_folio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] jbd2_journal_try_to_free_buffers
     0.00%     0.00%  main     [kernel.kallsyms]     [k] try_to_free_buffers
     0.00%     0.00%  main     [kernel.kallsyms]     [k] free_buffer_head
     0.00%     0.00%  main     [kernel.kallsyms]     [k] update_vsyscall
     0.00%     0.00%  main     [kernel.kallsyms]     [k] rb_erase
     0.00%     0.00%  main     [kernel.kallsyms]     [k] idle_cpu
     0.00%     0.00%  main     [kernel.kallsyms]     [k] kthread_is_per_cpu
     0.00%     0.00%  main     [kernel.kallsyms]     [k] perf_output_end
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __dentry_kill
     0.00%     0.00%  main     ld-linux-x86-64.so.2  [.] _start
     0.00%     0.00%  main     [kernel.kallsyms]     [k] dput
     0.00%     0.00%  main     [kernel.kallsyms]     [k] perf_output_put_handle
     0.00%     0.00%  main     [kernel.kallsyms]     [k] perf_pmu_nop_void
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __irqentry_text_end
     0.00%     0.00%  main     [kernel.kallsyms]     [k] perf_output_sample
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ktime_get
     0.00%     0.00%  main     [kernel.kallsyms]     [k] local_clock_noinstr
     0.00%     0.00%  main     [kernel.kallsyms]     [k] cmp_ex_search
     0.00%     0.00%  main     [kernel.kallsyms]     [k] search_exception_tables
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __slab_free
     0.00%     0.00%  main     [kernel.kallsyms]     [k] reweight_entity
     0.00%     0.00%  main     [kernel.kallsyms]     [k] policy_nodemask
     0.00%     0.00%  main     [kernel.kallsyms]     [k] fault_in_readable
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%     0.00%  main     [kernel.kallsyms]     [k] zap_pte_range
     0.00%     0.00%  main     [kernel.kallsyms]     [k] queue_work_on
     0.00%     0.00%  main     [kernel.kallsyms]     [k] _find_next_zero_bit
     0.00%     0.00%  main     [kernel.kallsyms]     [k] mpage_submit_folio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ext4_bio_write_folio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] submit_bio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] submit_bio_noacct
     0.00%     0.00%  main     [kernel.kallsyms]     [k] submit_bio_noacct_nocheck
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __submit_bio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] blk_mq_submit_bio
     0.00%     0.00%  main     [kernel.kallsyms]     [k] blk_add_rq_to_plug
     0.00%     0.00%  main     [kernel.kallsyms]     [k] blk_mq_flush_plug_list.part.0
     0.00%     0.00%  main     [kernel.kallsyms]     [k] blk_mq_dispatch_plug_list
     0.00%     0.00%  main     [kernel.kallsyms]     [k] blk_mq_run_hw_queue
     0.00%     0.00%  main     [kernel.kallsyms]     [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __blk_mq_do_dispatch_sched
     0.00%     0.00%  main     [kernel.kallsyms]     [k] scsi_mq_get_budget
     0.00%     0.00%  main     [kernel.kallsyms]     [k] sbitmap_get
     0.00%     0.00%  main     [kernel.kallsyms]     [k] perf_output_begin_forward
     0.00%     0.00%  main     [kernel.kallsyms]     [k] start_this_handle
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ext4_da_write_end
     0.00%     0.00%  main     [kernel.kallsyms]     [k] generic_write_end
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __mark_inode_dirty
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ext4_dirty_inode
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __ext4_journal_start_sb
     0.00%     0.00%  main     [kernel.kallsyms]     [k] jbd2__journal_start
     0.00%     0.00%  main     [kernel.kallsyms]     [k] irq_work_tick
     0.00%     0.00%  main     [kernel.kallsyms]     [k] _find_next_and_bit
     0.00%     0.00%  main     [kernel.kallsyms]     [k] asm_exc_nmi
     0.00%     0.00%  main     [kernel.kallsyms]     [k] _raw_spin_unlock
     0.00%     0.00%  main     [kernel.kallsyms]     [k] dequeue_rt_stack
     0.00%     0.00%  main     [kernel.kallsyms]     [k] enqueue_task_rt
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __rcu_read_lock
     0.00%     0.00%  main     [kernel.kallsyms]     [k] asm_sysvec_irq_work
     0.00%     0.00%  main     [kernel.kallsyms]     [k] sysvec_irq_work
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __sysvec_irq_work
     0.00%     0.00%  main     [kernel.kallsyms]     [k] irq_work_run
     0.00%     0.00%  main     [kernel.kallsyms]     [k] irq_work_run_list
     0.00%     0.00%  main     [kernel.kallsyms]     [k] irq_work_single
     0.00%     0.00%  main     [kernel.kallsyms]     [k] clear_page_erms
     0.00%     0.00%  main     [kernel.kallsyms]     [k] get_page_from_freelist
     0.00%     0.00%  main     [kernel.kallsyms]     [k] perf_instruction_pointer
     0.00%     0.00%  main     [kernel.kallsyms]     [k] run_posix_cpu_timers
     0.00%     0.00%  main     [kernel.kallsyms]     [k] calc_global_load
     0.00%     0.00%  main     [kernel.kallsyms]     [k] put_prev_task_balance
     0.00%     0.00%  main     [kernel.kallsyms]     [k] create_empty_buffers
     0.00%     0.00%  main     [kernel.kallsyms]     [k] hrtimer_update_next_event
     0.00%     0.00%  main     [kernel.kallsyms]     [k] invoke_rcu_core
     0.00%     0.00%  main     [kernel.kallsyms]     [k] _find_next_bit
     0.00%     0.00%  main     [kernel.kallsyms]     [k] check_preempt_curr
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ntp_get_next_leap
     0.00%     0.00%  main     [kernel.kallsyms]     [k] free_unref_page_prepare
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ext4_da_get_block_prep
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ext4_da_map_blocks.constprop.0
     0.00%     0.00%  main     [kernel.kallsyms]     [k] _compound_head
     0.00%     0.00%  main     [kernel.kallsyms]     [k] xas_start
     0.00%     0.00%  main     [kernel.kallsyms]     [k] xas_load
     0.00%     0.00%  main     [kernel.kallsyms]     [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  main     [kernel.kallsyms]     [k] lru_gen_del_folio.constprop.0
     0.00%     0.00%  main     [kernel.kallsyms]     [k] delete_from_page_cache_batch
     0.00%     0.00%  main     [kernel.kallsyms]     [k] _raw_spin_unlock_irq
     0.00%     0.00%  main     [kernel.kallsyms]     [k] slab_update_freelist.constprop.0.isra.0
     0.00%     0.00%  main     [kernel.kallsyms]     [k] rseq_update_cpu_node_id
     0.00%     0.00%  main     [kernel.kallsyms]     [k] ktime_get_update_offsets_now
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __mod_zone_page_state
     0.00%     0.00%  main     [kernel.kallsyms]     [k] native_apic_mem_write
     0.00%     0.00%  main     [kernel.kallsyms]     [k] xas_find
     0.00%     0.00%  main     [i915]                [k] rps_timer
     0.00%     0.00%  main     [kernel.kallsyms]     [k] __mod_lruvec_state
     0.00%     0.00%  main     [kernel.kallsyms]     [k] page_remove_rmap
     0.00%     0.00%  main     [kernel.kallsyms]     [k] _raw_spin_lock_bh
     0.00%     0.00%  main     [kernel.kallsyms]     [k] tcp_keepalive_timer
     0.00%     0.00%  main     [kernel.kallsyms]     [k] tcp_write_wakeup
     0.00%     0.00%  main     [kernel.kallsyms]     [k] tcp_xmit_probe_skb
